武器,聖遺物セット,聖遺物メイン,バフキャラ,爆発一発目期待値,爆発通常合計期待値,願力,爆発一発目倍率,元チャ,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ爆発,耐性ダウン,耐性ダウン計算後,パーティ元素,熟知,率ダメ,サブステ,スコア
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),126512,41147,42,10.15,2.038,3215,0,2.0607,0,1.2812,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.80:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),126512,38284,38,9.87,1.32,4424,0,1.668,0.87,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.94:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),126320,38226,38,9.87,2.038,3770,0,1.8947,0.3,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.72:1.44,0.36:0.28,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),126185,38185,38,9.87,1.52,3770,0,2.324,0.6,1.074,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.80:1.59,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),126104,36673,36,9.73,1.52,2879,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.95:1.50,0.00:1.00,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),126074,36664,36,9.73,1.32,2948,0,1.914,1.05,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),126074,36664,36,9.73,1.32,2948,0,1.914,1.05,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.90:1.80,0.18:0.64,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),125944,38112,38,9.87,2.371,4411,0,2.11115,0.3,0.9484,0.86275,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),125939,38111,38,9.87,2.371,4411,0,2.11115,0.3,0.9484,0.86275,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),125918,38105,38,9.87,2.038,3624,0,2.1947,0.6,0.8152001,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.85:1.70,0.21:0.58,1
和璞鳶,ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),125837,40927,42,10.15,1.32,2851,0,2.134,0.87,0.994,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.94:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),125810,38072,38,9.87,2.038,3329,0,2.3607,0.3,1.2812,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.78,0.50:0.00,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),125796,38068,38,9.87,1.52,3121,0,2.158,0.9,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.70:1.78,0.50:0.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),125781,40909,42,10.15,1.32,3322,0,1.668,0.87,0.528,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.69,0.22:0.57,1
和璞鳶,ファントム4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125646,38022,38,9.87,1.838,3482,0,2.3412,0.87,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.85:1.69,0.22:0.57,1
赤砂の杖(スキル命中3),絶縁4,元チャ+元素熟知+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),125631,38018,38,9.87,2.038,3469,0,1.8947,0.3,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),ファントム4,元素熟知+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),125590,36523,36,9.73,1.32,2724,0,1.914,1.05,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,337,0.96:1.91,0.11:0.79,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),125588,38005,38,9.87,2.371,3322,0,2.71115,0.9,0.9484,0.86275,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),125588,38005,38,9.87,2.371,3322,0,2.71115,0.9,0.9484,0.86275,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.12:0.76,1
赤砂の杖(スキル命中3),絶縁4,元チャ+元素熟知+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),125554,37994,38,9.87,2.038,3469,0,1.8947,0.3,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.80:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),125512,36500,36,9.73,1.32,3593,0,1.568,1.17,0.128,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.85:1.69,0.22:0.57,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),125470,36488,36,9.73,1.52,3289,0,1.858,0.6,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125426,37956,38,9.87,1.838,3624,0,1.7552,0.75,0.7352,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),125401,37948,38,9.87,1.52,3469,0,2.324,0.6,1.074,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),125378,37941,38,9.87,1.52,4034,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.85:1.70,0.21:0.58,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125274,37910,38,9.87,1.32,4207,0,2.22,0.75,0.528,0.942,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125274,37910,38,9.87,1.32,4207,0,2.22,0.75,0.528,0.942,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.01:0.97,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),125159,37875,38,9.87,1.52,3770,0,2.324,0.6,1.074,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.70:1.78,0.50:0.00,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),125079,40681,42,10.15,2.889,3667,0,2.61385,0,1.6216,0.99225,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),125074,40679,42,10.15,2.889,3667,0,2.61385,0,1.6216,0.99225,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),125008,37829,38,9.87,1.52,2681,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.80:1.59,0.29:0.43,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125005,37828,38,9.87,1.32,4210,0,1.548,0.75,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),125005,37828,38,9.87,1.32,4210,0,1.548,0.75,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.18:0.64,1
護摩(HP50%以上),ファントム4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),124973,37819,38,9.87,1.838,3329,0,2.2212,0.75,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),124973,37819,38,9.87,1.838,3329,0,2.2212,0.75,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.18:0.64,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),124869,37787,38,9.87,2.038,3624,0,2.1947,0.6,0.8152001,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.95:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),124828,40599,42,10.15,1.32,3322,0,1.668,0.87,0.528,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.94:1.50,0.00:1.00,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124724,37743,38,9.87,1.52,4207,0,2.23,0.3,0.608,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124720,37742,38,9.87,1.52,4207,0,2.23,0.3,0.608,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
和璞鳶,ファントム4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),124694,37734,38,9.87,1.838,3482,0,2.3412,0.87,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.94:1.50,0.00:1.00,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124691,36261,36,9.73,1.32,3383,0,2.22,0.75,0.528,0.942,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124691,36261,36,9.73,1.32,3383,0,2.22,0.75,0.528,0.942,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.01:0.97,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124666,37726,38,9.87,1.52,4210,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.72:1.44,0.36:0.28,1
漁獲(R5),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124649,37720,38,9.87,1.979,3431,0,2.64235,0.3,1.2576,1.08475,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124649,37720,38,9.87,1.979,3431,0,2.64235,0.3,1.2576,1.08475,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.13:0.73,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),124560,36224,36,9.73,1.32,3593,0,1.568,1.17,0.128,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.94:1.50,0.00:1.00,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124505,36208,36,9.73,1.32,3388,0,1.548,0.75,0.528,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124505,36208,36,9.73,1.32,3388,0,1.548,0.75,0.528,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.90:1.80,0.18:0.64,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),124474,37668,38,9.87,2.889,3019,0,3.04785,0.9,1.1556,0.99225,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),124474,37668,38,9.87,2.889,3019,0,3.04785,0.9,1.1556,0.99225,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.12:0.76,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),124404,40461,42,10.15,1.32,2958,0,1.548,0.75,0.528,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),124356,37632,38,9.87,1.52,3469,0,2.324,0.6,1.074,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),124333,37625,38,9.87,1.52,4034,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),124258,36136,36,9.73,1.52,3289,0,1.758,0.9,0.208,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),124194,36117,36,9.73,1.52,2879,0,2.024,0.3,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),ファントム4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),124133,37564,38,9.87,1.32,3879,0,1.548,0.75,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),ファントム4,元素熟知+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124132,36099,36,9.73,1.32,3134,0,1.548,0.75,0.528,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124126,37562,38,9.87,1.52,3879,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),124118,36095,36,9.73,1.52,2879,0,2.024,0.3,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+モナ(max),124074,36082,36,9.73,1.32,2879,0,2.214,1.35,0.594,0.27,0,0.45,Pyro:1、Hydro:2、Electro:1、,150,1.00:2.06,0.03:0.94,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124062,36079,36,9.73,1.32,3289,0,2.014,0.75,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.85:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),124050,37539,38,9.87,1.52,3879,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.80:1.50,0.00:1.00,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),124039,36072,36,9.73,1.32,2782,0,2.014,0.75,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.92:1.84,0.14:0.72,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),124013,36064,36,9.73,1.52,3122,0,2.444,0.72,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.48,0.32:0.36,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),124013,36064,36,9.73,1.52,3122,0,2.444,0.72,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.48,0.01:0.98,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),123991,37522,38,9.87,1.52,2681,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.70:1.78,0.50:0.00,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),123922,36038,36,9.73,1.32,2937,0,2.686,0.75,0.994,0.942,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),123922,36038,36,9.73,1.32,2937,0,2.686,0.75,0.994,0.942,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.01:0.97,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),123830,40274,42,10.15,1.52,3953,0,1.844,0.12,1.074,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),123830,40274,42,10.15,1.52,3953,0,1.844,0.12,1.074,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.08:0.83,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),123816,36007,36,9.73,2.038,2879,0,2.1947,0.6,0.8152001,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),123763,37453,38,9.87,2.038,2549,0,2.4947,0.9,0.8152001,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
死闘の槍(R5、敵2以上),ファントム4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),123740,37445,38,9.87,1.838,3214,0,2.2212,0.75,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.92:1.84,0.14:0.72,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),123721,40239,42,10.15,1.32,2681,0,2.014,0.75,0.994,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),123721,40239,42,10.15,1.32,2681,0,2.014,0.75,0.994,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.90:1.80,0.18:0.64,1
赤砂の杖(スキル命中3),ファントム4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),123680,35968,36,9.73,1.838,2470,0,2.2212,0.75,1.2012,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),金メッキ+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),123486,37369,38,9.87,1.52,3733,0,1.644,0.3,1.074,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,180,0.78:1.55,0.29:0.43,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),123416,35891,36,9.73,1.52,3593,0,1.978,0.72,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.48,0.32:0.36,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),123416,35891,36,9.73,1.52,3593,0,1.978,0.72,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.48,0.01:0.98,1
赤砂の杖(スキル命中3),金メッキ+絶縁,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),123410,37346,38,9.87,1.52,3733,0,1.644,0.3,1.074,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,180,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),123333,35867,36,9.73,1.838,2879,0,1.7552,0.75,0.7352,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.96:1.91,0.11:0.79,1
