武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),しめ縄+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,722161.3,1061.48,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,722161.3,947,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,722161.3,947,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,722161.3,947,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,722161.3,947,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,721684.9,947,570,36759.61,0.45,454,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心率,アルベド+トーマ+万葉,721552.9,1136.36,570,30078.21,0.3,492,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,721552.9,1136.36,570,30078.21,0.3,492,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,721435.6,947,570,36759.61,0.6,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,721435.6,947,570,36759.61,0.6,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,721140.3,947,570,29683.4,0.45,454,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,721140.3,947,570,29683.4,0.45,454,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心率,トーマ+鍾離+万葉,720695.4,1136.36,570,30078.21,0.3,367,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,720695.4,1136.36,570,30078.21,0.3,367,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,720634.4,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720634.4,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,720634.4,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720634.4,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,720634.4,947,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720634.4,947,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,720634.4,947,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720634.4,947,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,千岩+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,千岩+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720633.1,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,720587.4,1061.48,570,36759.61,0.616,392,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,エミリエ+トーマ+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,エミリエ+トーマ+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+白朮+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+白朮+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+万葉,720333.3,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,720234.6,1035,570,23002,0.916,312,1.00:2.44,,0.27:1.06,1.6
サーフィンタイム,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,720234.6,1035,570,23002,0.916,312,1.00:2.44,,0.58:0.44,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心率,アルベド+トーマ+鍾離,720043.6,1061.48,570,29683.4,0.616,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,720043.6,1061.48,570,29683.4,0.616,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+元素熟知,トーマ+鍾離+万葉,719939.8,1035,570,37154.42,0.3,347,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,719768.1,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,719647.2,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,719145.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,718454.9,1035,570,30078.21,1.066,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,718454.9,1035,570,30078.21,1.066,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+会心率,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,718451.6,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,718329.1,947,570,42833.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,718329.1,947,570,42833.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,718185.3,1035,570,44230.63,0.6,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,717925.5,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+元素熟知,トーマ+鍾離+万葉,717925.5,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,717925.5,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,717925.5,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),しめ縄+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,717752.3,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,717752.3,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,717752.3,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,717752.3,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,717752.3,947,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,717752.3,947,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,717752.3,947,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,717752.3,947,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,717670.5,947,570,29683.4,0.916,579,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,717100,1303.96,570,34117.42,0.45,312,0.96:1.91,,0.09:1.41,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,716949.7,1036.04,570,36759.61,0.766,572,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,アルベド+トーマ+鍾離,716921.8,947,570,36759.61,0.616,435,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,716921.8,947,570,36759.61,0.616,435,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,716921.3,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,716921.3,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,716921.3,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,716857.6,1167,570,34117.42,0.45,312,0.96:1.91,,0.31:0.97,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+HP%,トーマ+鍾離+万葉,716612.4,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,716612.4,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,716612.4,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,716612.4,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,716521.7,1035,570,30078.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,716521.6,1035,570,30078.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,716488.6,1035,570,43228.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心率,アルベド+トーマ+鍾離,716423,1165.32,570,37154.42,0.15,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心ダメージ,アルベド+トーマ+鍾離,716423,1165.32,570,37154.42,0.15,125,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,716408.6,1036.04,570,29683.4,0.766,572,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,716408.6,1036.04,570,29683.4,0.766,572,0.99:1.97,,0.38:0.85,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,716071.3,1141.4,570,34117.42,1.076,205,0.98:1.97,,0.34:0.92,1.6
サーフィンタイム,楽団+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,715914.3,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,715914.3,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,715914.3,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,715914.3,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,715876.7,1035,570,36152.21,0.3,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,715872.5,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+HP%,アルベド+トーマ+万葉,715872.5,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,715872.5,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,715872.5,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,715814.8,1035,570,36152.21,0.3,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,715629.5,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,715629.5,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,715629.5,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,715629.5,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715436.3,1303.96,570,34117.42,0.916,125,0.96:1.91,,0.09:1.41,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715305.4,1165.32,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715305.4,1165.32,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715305.4,1035,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715305.4,1035,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典4,攻撃%+元素バフ+元素熟知,アルベド+トーマ+万葉,715235.9,1243.376,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,防御%+元素バフ+元素熟知,アルベド+トーマ+万葉,715235.9,947,902.31,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+治癒効果,アルベド+トーマ+万葉,715235.9,947,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元チャ+元素バフ+元素熟知,アルベド+トーマ+万葉,715235.9,947,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,715194.4,1167,570,34117.42,0.916,125,0.96:1.91,,0.31:0.97,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,714772,1035,570,29076,0.766,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,714710.3,1035,570,29076,0.766,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,714335.6,947,570,36759.61,0.766,427,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,714092.9,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+鍾離,713918.3,947,570,29683.4,0.766,579,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,713796.6,947,570,29683.4,0.766,427,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,713796.6,947,570,29683.4,0.766,427,0.99:1.97,,0.38:0.85,1.6
