武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),金メッキ+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心率,アルベド+トーマ+万葉,1005801,489267.9,1136.36,570,30078.21,0.3,492,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1005801,489267.9,1136.36,570,30078.21,0.3,492,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1005638,489188.4,947,570,36759.61,0.6,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1005638,489188.4,947,570,36759.61,0.6,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005625,489182.3,1035,570,33115.21,0.916,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005625,489182.3,1035,570,33115.21,0.916,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005625,489182.3,1035,570,33115.21,0.916,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005625,489182.3,1035,570,33115.21,0.916,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005330,489038.7,947,570,36759.61,1.066,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1005239,488994.7,1036.04,570,29683.4,0.766,447,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1005239,488994.7,1036.04,570,29683.4,0.766,447,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005195,488973.2,947,570,31900.41,0.916,227,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1004927,488842.9,1035,570,30078.21,0.766,347,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1004571,488669.7,947,570,29683.4,1.066,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1004571,488669.7,947,570,29683.4,1.066,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1004521,488645.1,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004521,488645.1,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1004521,488645.1,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004521,488645.1,1061.48,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1004521,488645.1,947,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004521,488645.1,947,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1004521,488645.1,947,570,39796.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004521,488645.1,947,570,39796.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1004519,488644.2,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004519,488644.3,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1004519,488644.2,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004519,488644.3,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,千岩+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1004519,488644.2,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,千岩+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004519,488644.3,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1004519,488644.2,1035,570,26039,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1004519,488644.3,1035,570,26039,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,エミリエ+トーマ+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,エミリエ+トーマ+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+白朮+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+白朮+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+万葉,1004101,488440.9,1035,570,37154.42,0.3,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1003963,488374,1035,570,23002,0.916,312,1.00:2.44,,0.27:1.06,1.6
サーフィンタイム,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1003963,488374,1035,570,23002,0.916,312,1.00:2.44,,0.58:0.44,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1003441,488120,1035,570,37154.42,0.45,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1003441,488120,1035,570,37154.42,0.45,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1003441,488120,1035,570,37154.42,0.45,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1003441,488120,1035,570,37154.42,0.45,267,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1002446,487635.7,947,570,43835.82,0.45,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,1002340,487584.4,947,570,36759.61,0.45,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+鍾離,1001935,487387.3,1061.48,570,36759.61,0.616,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,1001935,487387.3,1061.48,570,36759.61,0.616,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,1001584,487216.5,947,570,29683.4,0.45,454,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1001584,487216.5,947,570,29683.4,0.45,454,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1001483,487167.2,1035,570,30078.21,1.066,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1001482,487167.2,1035,570,30078.21,1.066,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,1001107,486984.4,1035,570,44230.63,0.6,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心率,トーマ+鍾離+万葉,1000966,486915.9,1136.36,570,30078.21,0.3,367,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1000966,486915.9,1136.36,570,30078.21,0.3,367,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1000503,486690.8,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1000503,486690.8,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1000503,486690.8,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1000503,486690.8,1061.48,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1000503,486690.8,947,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1000503,486690.8,947,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1000503,486690.8,947,570,36759.61,0.916,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1000503,486690.8,947,570,36759.61,0.916,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,1000389,486635.4,947,570,29683.4,0.916,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+元素熟知,トーマ+鍾離+万葉,999916.2,486405.3,1035,570,37154.42,0.3,347,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,999677.9,486289.4,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,999677.9,486289.4,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,999677.9,486289.4,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,999677.9,486289.4,1035,570,33115.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,999677.8,486289.3,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,999677.8,486289.3,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,999677.8,486289.3,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,999677.8,486289.3,1035,570,33115.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,999593.9,486248.6,1303.96,570,34117.42,0.45,312,0.96:1.91,,0.09:1.41,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,999509.9,486207.7,947,570,39796.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,999384.4,486146.6,1036.04,570,36759.61,0.766,572,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,999344.9,486127.4,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,999344.9,486127.4,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,999344.9,486127.4,947,570,36759.61,0.45,454,1.00:2.06,,0.02:1.56,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,999256.1,486084.2,1167,570,34117.42,0.45,312,0.96:1.91,,0.31:0.97,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,998787.8,485856.4,1035,570,30078.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,998787.8,485856.4,1035,570,30078.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,998630.2,485779.7,1036.04,570,29683.4,0.766,572,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,998630.2,485779.7,1036.04,570,29683.4,0.766,572,0.99:1.97,,0.38:0.85,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,998159.8,485550.9,1141.4,570,34117.42,1.076,205,0.98:1.97,,0.34:0.92,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,997888.8,485419,1035,570,36152.21,0.3,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,997882.8,485416.2,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+HP%,アルベド+トーマ+万葉,997882.8,485416.2,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,997882.8,485416.2,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,997882.8,485416.2,1035,570,47267.63,0.45,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+会心率,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,997849.4,485399.9,1035,570,33115.21,0.766,80,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,997679.3,485317.1,947,570,42833.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,997679.3,485317.1,947,570,42833.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,997274.6,485120.3,1303.96,570,34117.42,0.916,125,0.96:1.91,,0.09:1.41,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,997118.7,485044.4,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+元素熟知,トーマ+鍾離+万葉,997118.7,485044.4,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,997118.7,485044.4,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,997118.7,485044.4,1035,570,40191.42,0.45,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,997092.4,485031.7,1165.32,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,997092.4,485031.7,1165.32,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,997092.4,485031.7,1035,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,997092.4,485031.7,1035,570,37154.42,0.766,205,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典4,攻撃%+元素バフ+元素熟知,アルベド+トーマ+万葉,996995.4,484984.5,1243.376,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,防御%+元素バフ+元素熟知,アルベド+トーマ+万葉,996995.4,484984.5,947,902.31,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+治癒効果,アルベド+トーマ+万葉,996995.4,484984.5,947,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元チャ+元素バフ+元素熟知,アルベド+トーマ+万葉,996995.4,484984.5,947,570,29683.4,0.916,392,1.00:2.06,,0.02:1.56,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,996937.4,484956.3,1167,570,34117.42,0.916,125,0.96:1.91,,0.31:0.97,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,996348.9,484670,1035,570,29076,0.766,499,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,995402.2,484209.4,947,570,39796.61,0.45,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+HP%,トーマ+鍾離+万葉,995294.9,484157.3,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,995294.9,484157.3,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,995294.9,484157.3,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
