武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏,金メッキ+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.38:0.85,1.6
トゥライトゥーラの記憶,楽団+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,845968.3,411517.9,1167,570,34117.42,0.45,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845968.3,411518,1167,570,34117.42,0.45,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,楽団+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,845968.3,411517.9,1167,570,34117.42,0.45,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845968.3,411518,1167,570,34117.42,0.45,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,845968.3,411517.9,1167,570,34117.42,0.45,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845968.3,411518,1167,570,34117.42,0.45,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,845968.3,411517.9,1167,570,34117.42,0.45,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845968.3,411518,1167,570,34117.42,0.45,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,845967.2,411517.4,1321.08,570,27041.21,0.766,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,845967.1,411517.4,1321.08,570,27041.21,0.766,125,0.91:1.82,,0.36:0.88,1.6
古祠の瓏,沈淪4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,845897.3,411483.4,947,570,31900.41,0.45,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,845807.5,411439.7,947,570,31900.41,0.6,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,845807.5,411439.7,947,570,31900.41,0.6,352,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,楽団+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,845707.9,411391.3,1035,570,36547.02,0.916,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,楽団+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,845707.9,411391.3,1035,570,36547.02,0.916,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,845707.9,411391.3,1035,570,36547.02,0.916,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,845707.9,411391.3,1035,570,36547.02,0.916,205,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,金メッキ4(同元素0),HP%+HP%+HP%,アルベド+トーマ+万葉,845485.5,411283.1,947,570,46052.83,0.3,395,0.83:1.66,,0.22:1.16,1.6
流浪完凸(期待値),沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,845415,411248.8,1141.4,570,27041.21,1.076,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,845415,411248.8,1141.4,570,27041.21,1.076,205,0.94:1.88,,0.70:0.21,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,845244.5,411165.8,1058,570,41193.63,0.45,125,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,845098.4,411094.8,947,570,42013.62,0.45,165,0.99:1.97,,0.38:0.85,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,844891,410993.9,1127.56,570,33312.61,0.766,125,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,844890.9,410993.8,1127.56,570,33312.61,0.766,125,0.80:1.60,,0.25:1.10,1.6
凛流の監視者,沈淪4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,844852.8,410975.3,1303.96,570,34117.42,0.916,125,0.76:1.51,,0.29:1.01,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,844572.3,410838.9,1035,570,29470.81,0.45,499,1.00:2.13,,0.42:0.75,1.6
トゥライトゥーラの記憶,沈淪4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,844554.8,410830.3,1167,570,34117.42,0.916,125,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,花海+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+黒曜の秘典,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,千岩+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,千岩+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,844184.3,410650.1,947,570,27861.2,0.916,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,844154.9,410635.8,947,570,31900.41,0.916,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,844154.9,410635.8,947,570,31900.41,0.916,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,844154.9,410635.8,947,570,31900.41,0.916,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,844154.9,410635.8,947,570,31900.41,0.916,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,844049.6,410584.6,947,570,31900.41,0.45,539,0.83:1.66,,0.22:1.16,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,843757.9,410442.7,1141.4,570,27041.21,1.076,267,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,843757.9,410442.7,1141.4,570,27041.21,1.076,267,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+万葉,843757.9,410442.7,1141.4,570,27041.21,1.076,267,0.98:1.97,,0.34:0.92,1.6
凛流の監視者,金メッキ4(同元素1),HP%+HP%+HP%,アルベド+トーマ+万葉,843458.8,410297.2,1423.8,570,41193.63,0.3,305,0.76:1.51,,0.29:1.01,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,843369.5,410253.8,947,570,31900.41,0.45,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,843369.5,410253.8,947,570,31900.41,0.45,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,843369.5,410253.8,947,570,31900.41,0.45,414,1.00:2.06,,0.02:1.56,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,843218.8,410180.5,1141.4,570,27041.21,0.61,454,0.98:1.97,,0.34:0.92,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+HP%+HP%,アルベド+トーマ+万葉,843161.4,410152.5,1286.84,570,41193.63,0.3,305,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,沈淪4,HP%+HP%+会心率,トーマ+鍾離+万葉,843129.8,410137.1,947,570,38976.62,0.45,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,843129.8,410137.1,947,570,38976.62,0.45,40,0.99:1.97,,0.38:0.85,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,843086.9,410116.3,1003,570,40388.82,0.3,355,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+HP%+会心率,アルベド+トーマ+万葉,843086.8,410116.3,1003,570,40388.82,0.3,355,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心率,トーマ+白朮+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心率,トーマ+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+万葉,842515,409838.1,1003,570,33312.61,0.45,187,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841904.8,409541.3,1099.88,570,33312.61,0.766,305,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,841904.7,409541.2,1099.88,570,33312.61,0.766,305,0.80:1.60,,0.25:1.10,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,841696.4,409439.9,1141.4,570,34117.42,0.61,267,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+白朮+万葉,841696.4,409439.9,1141.4,570,34117.42,0.61,267,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+万葉,841696.4,409439.9,1141.4,570,34117.42,0.61,267,0.98:1.97,,0.34:0.92,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,841676.6,409430.3,1003,570,40388.82,0.916,0,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,しめ縄+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,841556.6,409371.9,1061.48,570,34937.41,0.766,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841556.6,409371.9,1061.48,570,34937.41,0.766,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,841556.6,409371.9,1061.48,570,34937.41,0.766,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841556.6,409371.9,1061.48,570,34937.41,0.766,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,841556.6,409371.9,947,570,34937.41,0.766,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841556.6,409371.9,947,570,34937.41,0.766,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,841556.6,409371.9,947,570,34937.41,0.766,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841556.6,409371.9,947,570,34937.41,0.766,165,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,841439.4,409314.9,1035,570,29470.81,0.45,374,1.00:2.13,,0.42:0.75,1.6
久遠流転の大典,沈淪4,HP%+HP%+HP%,アルベド+トーマ+万葉,841247.6,409221.6,1035,570,43623.23,0.45,125,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,841091.3,409145.5,1035,570,35544.81,0.766,125,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,841091.3,409145.6,1035,570,35544.81,0.766,125,1.00:2.04,,0.78:0.04,1.6
ヤチュシェの環(完凸),沈淪4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,841088.1,409143.9,1003,570,33312.61,0.45,312,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),沈淪4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,841088.1,409144,1003,570,33312.61,0.45,312,0.80:1.60,,0.56:0.48,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,840766.8,408987.7,1058,570,27041.21,0.45,312,1.00:2.00,,0.05:1.50,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,840766.8,408987.7,1058,570,27041.21,0.45,312,1.00:2.00,,0.36:0.88,1.6
四風原典(10s換算),黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,840714.1,408962.1,1101,570,41193.63,0.514,125,1.00:2.02,,0.04:1.52,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,840347.2,408783.6,1061.48,570,31900.41,0.766,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,840347.2,408783.6,1061.48,570,31900.41,0.766,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+元素熟知,トーマ+万葉,840347.2,408783.6,1061.48,570,31900.41,0.766,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,840226.9,408725.1,1061.48,570,31900.41,0.766,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,840226.9,408725.1,1061.48,570,31900.41,0.766,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,840226.9,408725.1,1061.48,570,31900.41,0.766,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,840226.9,408725.1,1061.48,570,31900.41,0.766,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,840226.9,408725.1,947,570,31900.41,0.766,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,840226.9,408725.1,947,570,31900.41,0.766,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,840226.9,408725.1,947,570,31900.41,0.766,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,840226.9,408725.1,947,570,31900.41,0.766,245,0.99:1.97,,0.38:0.85,1.6
祭礼,黒曜の秘典4,HP%+HP%+会心率,アルベド+トーマ+万葉,839948.4,408589.6,947,570,34117.42,0.45,346,1.00:2.00,,0.05:1.50,1.6
祭礼,黒曜の秘典4,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,839948.4,408589.6,947,570,34117.42,0.45,346,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,金メッキ4(同元素0),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,839755.3,408495.7,947,570,24824.2,0.766,582,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,839755.3,408495.7,947,570,24824.2,0.766,582,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心率,トーマ+白朮+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心率,トーマ+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+万葉,839316.6,408282.3,1061.48,570,31900.41,0.3,227,0.99:1.97,,0.38:0.85,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838815.9,408038.7,1058,570,27041.21,0.916,125,1.00:2.00,,0.05:1.50,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838815.9,408038.7,1058,570,27041.21,0.916,125,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,楽団+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838631.7,407949.1,947,570,38976.62,0.916,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838631.7,407949.1,947,570,38976.62,0.916,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838631.7,407949.1,947,570,38976.62,0.916,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838631.7,407949.1,947,570,38976.62,0.916,120,0.83:1.66,,0.22:1.16,1.6
金箔,黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838534.9,407902,1003,570,33312.61,0.916,125,1.00:2.00,,0.05:1.50,1.6
金箔,黒曜の秘典4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838534.9,407902,1003,570,33312.61,0.916,125,1.00:2.00,,0.36:0.88,1.6
流浪完凸(期待値),花海+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),花海+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),花海+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),花海+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),楽団+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),楽団+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),金メッキ+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),金メッキ+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838463.6,407867.3,1141.4,570,30078.21,0.926,285,0.94:1.88,,0.70:0.21,1.6
古祠の瓏,花海+楽団,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838344.3,407809.3,947,570,42013.62,0.766,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,花海+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838344.3,407809.3,947,570,42013.62,0.766,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838344.3,407809.3,947,570,42013.62,0.766,120,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,838344.3,407809.3,947,570,42013.62,0.766,120,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,楽団+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,838244.3,407760.6,1303.96,570,27041.21,0.766,285,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,838244.3,407760.6,1303.96,570,27041.21,0.766,285,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,838239.7,407758.4,1303.96,570,40191.42,0.3,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,838239.7,407758.4,1303.96,570,40191.42,0.3,125,0.91:1.82,,0.45:0.70,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+万葉,838161.3,407720.3,1141.4,570,27041.21,0.926,310,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,838161.3,407720.3,1141.4,570,27041.21,0.926,310,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),しめ縄4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,837981.1,407632.6,1265.96,570,27041.21,0.46,392,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),しめ縄4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,837981.1,407632.6,1265.96,570,27041.21,0.46,392,0.94:1.88,,0.70:0.21,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,837957.3,407621,1167,570,27041.21,0.766,285,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,837957.3,407621,1167,570,27041.21,0.766,285,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837952.8,407618.8,1167,570,40191.42,0.3,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,837952.7,407618.8,1167,570,40191.42,0.3,125,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,花海+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,837896.1,407591.2,1303.96,570,40191.42,0.766,125,0.76:1.51,,0.29:1.01,1.6
