武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137251.3,2983,187,1.00:2.05,0.40:0.60,1.4
葦海の標(1),楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137211.4,3057.9,160,1.00:2.10,0.10:1.20,1.4
葦海の標(1),楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137211.4,3057.9,160,1.00:2.10,0.41:0.58,1.4
葦海の標(1),楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137211.4,3057.9,160,1.00:2.10,0.10:1.20,1.4
葦海の標(1),楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137211.4,3057.9,160,1.00:2.10,0.41:0.58,1.4
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137167.1,3096.68,367,0.87:1.74,0.56:0.28,1.4
赤角石塵滅砕,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137158.1,2751.16,347,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137158.1,2751.16,347,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),137135.2,1695.16,330,1.00:2.40,0.70:0.00,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),137088.8,2983,187,0.87:1.74,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136987.7,3144.464,230,0.95:1.90,0.64:0.12,1.4
雨裁,しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.26:0.87,1.4
雨裁,しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136837.9,2836.84,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136736.3,2690.68,582,0.73:1.46,0.42:0.56,1.4
裁断,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136691.9,3469.12,317,0.84:1.68,0.31:0.78,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136574.4,2751.16,417,1.00:2.21,0.49:0.43,1.4
雨裁,ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136547,3069.072,352,0.91:1.82,0.24:0.92,1.4
雨裁,金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136529.9,3069.072,395,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136529.9,3069.072,395,0.89:1.77,0.58:0.25,1.4
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136442,3469.12,317,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136442,3469.12,317,1.00:1.99,0.47:0.47,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136411,2804.36,532,0.73:1.46,0.42:0.56,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136395.6,2983,417,1.00:2.05,0.40:0.60,1.4
雨裁,ファントム4,元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),136339.5,2853.08,265,1.00:2.13,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),136339.5,2853.08,265,1.00:2.13,0.40:0.61,1.4
雨裁,ファントム4,元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136160,3069.072,165,0.91:1.82,0.24:0.92,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136152.5,3105.64,80,1.00:2.40,0.70:0.00,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136115.3,3554.76,230,0.89:1.77,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136115.3,3554.76,230,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),136064.6,3481.96,230,0.90:1.79,0.25:0.89,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),136001.5,2853.08,265,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),136001.5,2853.08,265,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),135884,1985.4,330,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),135884,1985.4,330,1.00:2.10,0.41:0.58,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135879,3195.84,160,1.00:1.99,0.15:1.09,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135879,3195.84,160,1.00:1.99,0.47:0.47,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135879,3195.84,160,1.00:1.99,0.15:1.09,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135879,3195.84,160,1.00:1.99,0.47:0.47,1.4
雨裁,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135859.3,2690.68,512,0.89:1.77,0.26:0.87,1.4
雨裁,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135859.3,2690.68,512,0.89:1.77,0.58:0.25,1.4
雨裁,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135859.3,2690.68,512,0.89:1.77,0.26:0.87,1.4
雨裁,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135859.3,2690.68,512,0.89:1.77,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),135801.3,1813.32,280,1.00:2.40,0.70:0.00,1.4
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135760.2,3096.68,367,1.00:2.07,0.70:0.00,1.4
黒岩完凸(効果無し),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135713.6,2690.68,230,1.00:2.07,0.70:0.00,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135670.5,2918.04,482,0.73:1.46,0.42:0.56,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),135109.8,2106.84,330,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),135109.8,2106.84,330,1.00:1.99,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135072.2,2869.32,367,1.00:2.21,0.49:0.43,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135012.2,3210.36,130,1.00:2.07,0.70:0.00,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135006.6,2903.08,267,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135006.6,2903.08,267,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135006.6,2903.08,267,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),135006.6,2903.08,267,0.95:1.90,0.64:0.12,1.4
末路,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134920.3,3509.26,230,0.89:1.77,0.26:0.87,1.4
末路,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134920.3,3509.26,230,0.89:1.77,0.58:0.25,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134758.7,3210.36,317,0.87:1.74,0.56:0.28,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134695.5,3440.1,267,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134695.5,3440.1,267,1.00:2.10,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134618.1,2987.48,130,1.00:2.21,0.49:0.43,1.4
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134589.5,3096.68,367,1.00:2.05,0.40:0.60,1.4
雨裁,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),134579.6,2853.08,452,0.91:1.82,0.24:0.92,1.4
螭龍の剣(バフ無し),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134565.4,2690.68,230,1.00:2.05,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134565.4,2690.68,230,1.00:2.05,0.44:0.53,1.4
黒岩完凸(効果無し),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134543.3,2690.68,230,1.00:2.05,0.40:0.60,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),134523.4,2112.8,280,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),134523.4,2112.8,280,1.00:2.10,0.41:0.58,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134480.8,3031.72,432,0.73:1.46,0.42:0.56,1.4
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134446.9,3182.752,345,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134446.9,3182.752,345,0.89:1.77,0.58:0.25,1.4
赤角石塵滅砕,ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134265,2751.16,374,1.00:2.26,0.46:0.48,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134242.5,3057.9,0,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134242.5,3057.9,0,1.00:2.10,0.41:0.58,1.4
末路(R2、30%以下),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134240.3,3554.76,187,0.91:1.82,0.24:0.92,1.4
黒岩完凸(平均),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134198.7,2983,374,1.00:2.10,0.38:0.64,1.4
雨裁,火魔女4(1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134169,3069.072,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134169,3069.072,165,0.89:1.77,0.58:0.25,1.4
葦海の標(1),火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.41:0.58,1.4
葦海の標(1),火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.41:0.58,1.4
葦海の標(1),火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134117.1,3057.9,267,1.00:2.10,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134085.5,3144.464,230,1.00:2.40,0.70:0.00,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134053.7,3605.76,267,0.84:1.68,0.31:0.78,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,134051.1,1526.36,230,1.00:2.40,0.70:0.00,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134047,3221.7,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134047,3221.7,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134047,3221.7,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),134047,3221.7,267,0.90:1.79,0.25:0.89,1.4
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),133928.5,2243.48,280,1.00:1.99,0.15:1.09,1.4
