武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
赤角石塵滅砕,しめ縄+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126172.9,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126172.9,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126172.9,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126172.9,2903.08,267,0.81:2.00,0.70:0.00,1.4
葦海の標(1),しめ縄+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),しめ縄+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126044.9,3221.7,267,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126023.5,2751.16,604,0.91:1.81,0.49:0.43,1.4
裁断,金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125961.8,3605.76,267,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125961.8,3605.76,267,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125926.1,2869.32,554,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125690,2751.16,604,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125592.7,2869.32,554,0.75:1.50,0.64:0.12,1.4
裁断,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125542.9,3195.84,374,0.80:1.59,0.15:1.09,1.4
裁断,火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125542.9,3195.84,374,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125456.2,2987.48,504,0.91:1.81,0.49:0.43,1.4
末路,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125145.8,3509.26,187,0.87:1.73,0.08:1.23,1.4
末路,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125145.8,3509.26,187,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125144.2,2751.16,604,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125124.1,2987.48,504,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),125047.4,2869.32,554,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),124999.8,1935,287,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),124999.8,1935,287,1.00:2.01,0.53:0.33,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124985.4,3057.9,604,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124985.4,3057.9,604,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素1),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124950,3262.624,180,0.91:1.81,0.49:0.43,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124913.7,3185.3,554,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124913.7,3185.3,554,0.85:1.70,0.41:0.58,1.4
裁断,楽団+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124679.3,3195.84,347,0.80:1.59,0.15:1.09,1.4
裁断,楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124679.3,3195.84,347,0.80:1.59,0.47:0.47,1.4
裁断,楽園+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124679.3,3195.84,347,0.80:1.59,0.15:1.09,1.4
裁断,楽園+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124679.3,3195.84,347,0.80:1.59,0.47:0.47,1.4
黒岩完凸(平均),火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124674.4,2983,374,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124655.8,2983,374,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124583.8,3105.64,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124580.8,2987.48,504,0.81:2.00,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124471.2,3312.7,504,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124471.2,3312.7,504,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124434.4,3057.9,604,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124363,3185.3,554,0.70:1.39,0.25:0.89,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,124282.4,1803.4,187,1.00:2.06,0.23:0.94,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124254.1,3105.64,454,0.75:1.50,0.64:0.12,1.4
雨裁,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124127.4,2690.68,539,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124127.4,2690.68,539,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,火魔女+楽団,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124119.6,2751.16,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124119.6,2751.16,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+楽園,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124119.6,2751.16,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素1),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124078.1,3262.624,180,0.81:2.00,0.70:0.00,1.4
雨裁,ファントム4,攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124061.2,3069.072,352,0.71:1.42,0.24:0.92,1.4
葦海の標(1),金メッキ4(同元素1),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124019.3,3609.36,180,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),124019.3,3609.36,180,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,しめ縄+火魔女,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123964.9,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123964.9,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123964.9,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123964.9,2903.08,187,0.91:1.81,0.49:0.43,1.4
雨裁,金メッキ4(同元素0),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123926.6,3069.072,395,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素0),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123926.6,3069.072,395,0.69:1.37,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123922.5,3312.7,504,0.70:1.39,0.25:0.89,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123876.8,3239.9,287,1.00:2.06,0.23:0.94,1.4
黒岩完凸(平均),金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123820.3,3324.04,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),楽団+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123816.7,2983,347,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),楽園+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123816.7,2983,347,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123801.9,3324.04,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123798.2,2983,347,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),楽園+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123798.2,2983,347,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123714.6,3105.64,454,0.81:2.00,0.70:0.00,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123649.1,1642.68,452,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123649.1,1642.68,452,0.87:1.73,0.40:0.61,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123628,3440.1,454,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123628,3440.1,454,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123573.3,1985.4,287,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123573.3,1985.4,287,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123486.8,1985.4,474,0.88:1.75,0.07:1.25,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,123391.5,2690.68,352,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,123391.5,2690.68,352,0.87:1.73,0.40:0.61,1.4
雨裁,火魔女+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123361,2690.68,432,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123355.6,2919.96,287,0.91:1.81,0.49:0.43,1.4
雨裁,楽団+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123317.9,2690.68,512,0.69:1.37,0.26:0.87,1.4
雨裁,楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123317.9,2690.68,512,0.69:1.37,0.58:0.25,1.4
雨裁,楽園+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123317.9,2690.68,512,0.69:1.37,0.26:0.87,1.4
雨裁,楽園+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123317.9,2690.68,512,0.69:1.37,0.58:0.25,1.4
裁断,火魔女+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123303.7,3195.84,267,0.80:1.59,0.15:1.09,1.4
裁断,火魔女+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123303.7,3195.84,267,0.80:1.59,0.47:0.47,1.4
裁断,火魔女+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123303.7,3195.84,267,0.80:1.59,0.15:1.09,1.4
裁断,火魔女+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123303.7,3195.84,267,0.80:1.59,0.47:0.47,1.4
