武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,熟知,率ダメ
黒岩完凸(効果無し),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100797.8,2690.68,16199,0.75,187,1.00:2.29
黒岩完凸(効果無し),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100797.8,2690.68,16199,0.75,187,1.00:2.29
葦海の標,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
葦海の標,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
葦海の標,楽園+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
葦海の標,楽園+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
葦海の標,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
葦海の標,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100794.5,2167.4,22707.83,0.94,447,0.92:1.84
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100757.7,2751.16,16199,0.75,604,0.82:1.64
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100749.4,3210.36,16199,1.216,317,0.74:1.48
末路,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100733,3509.26,16199,1.216,230,0.76:1.51
末路,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100733,3509.26,16199,1.216,230,0.76:1.51
葦海の標,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,100728.4,1985.4,19853.08,0.975,187,0.92:1.84
葦海の標,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,100728.4,1985.4,19853.08,0.975,187,0.92:1.84
葦海の標,ファントム+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,ファントム+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,ファントム+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,花海+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,花海+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,花海+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,華館+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,華館+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,華館+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,楽団+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽団+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,金メッキ+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,金メッキ+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,22136.88,1.216,267,0.77:1.53
葦海の標,楽園+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,楽園+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100660.3,3239.9,19853.08,1.216,267,0.77:1.53
葦海の標,しめ縄+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,しめ縄+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,しめ縄+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,しめ縄+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+残響,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽団+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+残響,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
葦海の標,楽園+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100626.4,2331.2,22707.83,1.406,180,0.92:1.84
赤角石塵滅砕,ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100617.8,1695.16,19053.75,0.94,474,1.00:2.00
葦海の標,ファントム4,元チャ+元素バフ+会心率,アルベド+フリーナ(フル)+閑雲,100612,1985.4,19853.08,1.216,125,1.00:2.40
葦海の標,ファントム4,元チャ+元素バフ+会心ダメージ,アルベド+フリーナ(フル)+閑雲,100612,1985.4,19853.08,1.216,125,1.00:2.40
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100588.5,3182.752,16199,1.11,345,0.76:1.51
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100588.5,3182.752,16199,1.11,345,0.76:1.51
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100585.1,2869.32,16199,0.75,554,0.82:1.64
雨裁,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100567.9,3031.72,16199,1.576,432,0.60:1.20
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100522.7,3038.12,16199,0.656,280,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100522.7,3038.12,16199,0.656,280,0.98:1.95
葦海の標,金メッキ4(同元素2),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100514.6,3676.7,19853.08,0.656,230,0.92:1.84
葦海の標,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100514.6,3676.7,19853.08,0.656,230,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100466,2718.86,22707.83,0.94,280,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100466,2718.86,22707.83,0.94,280,0.92:1.84
螭龍の剣(完凸),金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+鍾離,100465.3,1480.28,16199,1.716,417,0.74:1.48
葦海の標,火魔女4(1),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100462.1,3663.96,19853.08,0.975,187,0.77:1.53
雨裁,火魔女4(1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100460,3069.072,16199,1.335,165,0.76:1.51
雨裁,火魔女4(1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100460,3069.072,16199,1.335,165,0.76:1.51
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心率,アルベド+フリーナ(フル)+閑雲,100456.2,2112.8,19853.08,1.216,305,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,アルベド+フリーナ(フル)+閑雲,100456.2,2112.8,19853.08,1.216,305,0.92:1.84
末路(R2、30%以下),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100420.6,3554.76,16199,0.75,187,0.94:1.87
末路(R2、30%以下),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100420.6,3554.76,16199,0.75,187,0.94:1.87
雨裁,金メッキ4(同元素0),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100357.9,2853.08,16199,1.016,495,0.76:1.51
雨裁,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100357.9,2853.08,16199,1.016,495,0.76:1.51
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100347.4,2919.96,16199,0.881,100,0.98:1.95
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100347.4,2919.96,16199,0.881,100,0.98:1.95
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100312.8,3605.76,16199,0.75,267,0.87:1.73
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100312.8,3605.76,16199,0.75,267,0.87:1.73
赤角石塵滅砕,しめ縄+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,しめ縄+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
赤角石塵滅砕,火魔女+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100305.7,2903.08,16199,0.9,187,0.98:1.95
末路(R2、30%以下),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100283.2,3554.76,16199,1.216,187,0.78:1.56
葦海の標,辰砂4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100273.8,2768,22707.83,1.406,287,0.77:1.53
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100270.2,2048.68,19053.75,1.406,280,0.89:1.79
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100270.2,2048.68,19053.75,1.406,280,0.89:1.79
雨裁,しめ縄+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,しめ縄+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
雨裁,火魔女+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100242.1,2836.84,16199,1.26,352,0.76:1.51
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100227.4,2983,16199,1.216,0,1.00:2.29
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100227.3,2983,16199,1.216,0,1.00:2.29
葦海の標,ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+鍾離,100216.6,1985.4,19853.08,0.75,374,0.95:1.89
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100212.6,1813.32,19053.75,0.94,467,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100212.6,1813.32,19053.75,0.94,467,0.98:1.95
葦海の標,辰砂4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100193.6,2768,22707.83,1.406,100,0.92:1.84
葦海の標,辰砂4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100193.6,2768,22707.83,1.406,100,0.92:1.84
葦海の標,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100140.7,2591.46,22707.83,1.406,330,0.77:1.53
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100120.3,2987.48,16199,0.75,504,0.82:1.64
黒岩完凸(効果無し),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100116.4,2804.36,16199,1.216,180,0.89:1.79
黒岩完凸(効果無し),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100116.4,2804.36,16199,1.216,180,0.89:1.79
螭龍の剣(完凸),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+鍾離,100112.5,1593.96,16199,1.716,367,0.74:1.48
葦海の標,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,100100.3,1985.4,19853.08,0.75,417,0.92:1.84
葦海の標,金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,100100.3,1985.4,19853.08,0.75,417,0.92:1.84
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100033.8,1695.16,19053.75,0.94,517,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),100033.8,1695.16,19053.75,0.94,517,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99998.24,1931.48,19053.75,0.94,417,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99998.24,1931.48,19053.75,0.94,417,0.98:1.95
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99998.16,1935,19053.75,1.406,100,1.00:2.29
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99998.15,1935,19053.75,1.406,100,1.00:2.29
赤角石塵滅砕,しめ縄+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,しめ縄+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,しめ縄+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,しめ縄+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽団+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
